KL Loss,QF Loss,VF Loss,Policy Loss,Preference Loss,AverageTrainReturn_all_train_tasks,ulam_AverageReturn_all_test_tasks,greedy_AverageReturn_all_test_tasks,random_AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.65030056,965.3395,388.5589,-4734.019,0.0337986,2245.0262791275345,2226.9585024151856,2223.9747802704474,859.4485940013991,1720000,8600000,0,37.70636430000013,69.80469520000042,456.75643479999417,564.2674942999947,48079.50048530014,85
0.64628714,1043.7336,169.88312,-4638.5293,0.10967293,2325.44430777823,2179.835881426894,1739.1189380588721,1341.198470030763,1740000,8700000,0,38.447015899997496,70.44653079999989,444.4123230999903,553.3058697999877,48633.56177580014,86
0.6571137,1593.2515,282.88608,-4790.6416,0.00010043583,2189.043706813787,2220.0178685587143,878.1576473684162,1305.3999858716786,1760000,8800000,0,38.50702309999906,71.2018853000045,447.498441700016,557.2073501000195,49191.881546500146,87
0.66567355,1128.7534,353.36774,-4962.725,1.3753964,2079.2078939656367,2203.4527130769197,-44.48129267218201,420.27378829992267,1780000,8900000,0,39.84036289999494,72.31440550000116,449.8708910000205,562.0256594000166,49749.034131200155,88
0.6702635,1306.2484,512.6764,-4995.1514,0.53728765,2283.343740662222,1754.6505424683,1772.6057006761407,1751.2995187026725,1800000,9000000,0,37.29517289999785,67.4415611000004,444.55194019997,549.2886741999682,50295.54612750012,89
0.66923344,1169.4581,394.6676,-4836.1587,1.4901161e-07,2225.500921539204,2231.1517905754636,1764.9747742459185,1340.8414828325738,1820000,9100000,0,39.09249680000357,64.66514860000461,445.0251790999828,548.782824499991,50852.08256870011,90
0.6760612,1315.7211,604.9979,-4976.817,0.002556321,2222.6028022395994,1781.1527789227196,1325.9580123145483,1299.4995338089625,1840000,9200000,0,38.75309279999783,72.41907290000381,437.87975680001546,549.0519225000171,51402.86703930013,91
0.6843143,1274.7217,413.7135,-5282.4097,0.10495313,2218.3638024080365,2242.0675472181233,851.9400733048751,2213.3223617654266,1860000,9300000,0,39.625836200000776,74.15153809999902,456.72988700002315,570.507261300023,51975.13760760016,92
0.68495554,1914.7236,400.4072,-5137.2793,0.15404533,2207.8066295876424,2225.5389042562297,1793.8540791936214,1326.2045915101053,1880000,9400000,0,39.6573098000008,75.9150754000002,454.8226693000179,570.3950545000189,52545.107339000184,93
0.6857185,1049.4644,476.33167,-5026.6514,0.0737873,2312.9484397254355,2191.637311412705,1776.5112324508093,1299.5531254542377,1900000,9500000,0,40.40008270000544,75.49012609999772,445.5851647999589,561.475373599962,53101.28175210015,94
0.69192797,1171.9209,203.02019,-5211.098,1.5786296,2362.12274217702,2249.929759005486,1802.3600013824107,1307.283512016044,1920000,9600000,0,41.39476560000185,70.18931949999387,451.7836246000297,563.3677097000254,53666.690374800164,95
0.69163626,1534.7959,383.83813,-5067.47,0.0025065884,2346.809899382217,2187.9988442769127,872.4418407614778,1353.973263798869,1940000,9700000,0,38.63673930000368,72.2304221000013,455.58313290002116,566.4502943000261,54234.04561560018,96
0.6966321,1518.542,377.38922,-5248.6055,0.435673,2177.5919165603077,2185.8417040869713,1303.8535187198488,1721.1398124902503,1960000,9800000,0,39.79963739999948,73.13560609999695,455.2621743000054,568.1974178000019,54796.73568050019,97
0.69173664,1331.6318,234.02005,-5017.8804,0.0009244899,2217.795367812549,2233.547255505768,397.68347557715026,1333.4890530782645,1980000,9900000,0,38.30530100000033,67.62832690000505,462.4893843000027,568.4230122000081,55370.84861270019,98
0.6989554,1692.9191,636.61,-5161.21,0.019507773,2107.5368070378163,2236.784154529297,1810.9658515207982,410.85927251079625,2000000,10000000,0,40.75760070000251,73.31858489999286,458.1589070000191,572.2350926000145,55942.88770780019,99
0.70135266,822.25146,241.6031,-5081.024,0.000542312,2144.2185834435018,2247.0834792527867,395.4977513448987,433.3407894197002,2020000,10100000,0,40.30599820000498,73.12283299999399,453.67127179996896,567.1001029999679,56507.39467130017,100
0.7045407,1133.2426,400.58374,-5161.906,0.0,2187.53402200759,2299.0363358200184,881.2616517518065,420.2718530773352,2040000,10200000,0,39.815355999999156,70.52998750000552,438.8165521000119,549.1618956000166,57060.69310810019,101
0.706596,1374.7585,410.9846,-5188.2056,0.0005886652,2195.051987835164,2250.30488904196,1346.805151229646,1789.3812659781906,2060000,10300000,0,41.552285600002506,74.66669170000387,459.42356949998793,575.6425467999943,57636.38283960017,102
0.7067482,1097.3525,212.87802,-5116.08,1.068783,2235.84508275366,1792.9373371517272,871.0833787425988,1308.3250357382358,2080000,10400000,0,40.80545449999772,74.71415269999852,460.12072609997995,575.6403332999762,58212.31432230014,103
0.7112993,1109.2456,319.6607,-5370.65,0.0,2266.1914013455885,2267.832843493089,1369.721055458195,426.76167509899267,2100000,10500000,0,39.52215979999892,75.00560360000236,464.32091639998544,578.8486797999867,58794.092027600134,104
0.7114731,1634.1013,292.17355,-5265.8164,8.791697e-06,2278.8383519087847,2253.3086318781525,1803.981050366781,1764.6857811406735,2120000,10600000,0,40.541098699999566,77.93490429999656,437.51734090001264,555.9933439000088,59344.140676000134,105
0.71432877,1333.8427,289.01312,-5370.78,0.85513836,2413.753414154374,2283.2396275039546,1836.2265012688683,910.2464390030018,2140000,10700000,0,40.6939332999973,71.99038089999522,455.06681590001244,567.751130100005,59918.08174830013,106
0.7150595,1072.9387,332.0907,-5395.9614,0.19311412,2293.3155385130194,1828.1731595991753,1825.5841732593526,-42.013240961442705,2160000,10800000,0,40.781004200005555,78.18060830000468,447.2609419000073,566.2225544000175,60483.09881940016,107
0.7183289,1039.5686,251.7514,-5400.6245,1.1093018,2296.885789690168,2246.2905884227885,1831.084092892459,894.4831351254454,2180000,10900000,0,38.29015049999725,76.97535069999867,464.9665316999817,580.2320328999776,61061.96449050014,108
0.71825,911.32153,215.616,-5306.047,0.0,2161.059127697001,2294.904636348584,1343.2179313613963,884.6141829367973,2200000,11000000,0,39.50095660000079,75.6092970000027,456.47361100000853,571.583864600012,61634.32320340015,109
0.72104067,900.3436,272.16187,-5289.7,2.231767,2067.8402572457517,2185.626241969061,1785.1500223951002,1347.738129721501,2220000,11100000,0,38.45871299999999,76.38446499999554,457.1307428,571.9739207999955,62206.87553560016,110
0.7220516,5743.6167,1670.7866,-5180.8267,0.75252646,2148.5665241238075,2258.0745186911226,879.3103137488837,438.9878158741566,2240000,11200000,0,39.47747410000011,76.96319570000196,447.81252749998384,564.2531972999859,62771.37413240015,111
0.72216785,680.60706,227.7994,-5222.8193,0.0,2298.1402657033423,2319.4840783113204,1841.377786665043,1352.4416730020228,2260000,11300000,0,38.757494600002246,77.20880729999772,448.2532454000029,564.2195473000029,63325.912349400154,112
0.72411346,1180.9377,371.49615,-5482.9126,0.008209251,2131.6257847865463,2287.1699183910687,879.1357438766946,869.5366571195656,2280000,11400000,0,40.272269300003245,67.52775709999696,460.63740180000605,568.4374282000063,63897.50121710015,113
0.7279164,845.1212,203.99748,-5346.1436,0.01378053,2299.7944842237075,2294.1161223149375,908.5645349342321,1373.039977286709,2300000,11500000,0,40.322897800004284,70.6795953999972,453.0150672000309,564.0175604000324,64466.84441530018,114
