KL Loss,QF Loss,VF Loss,Policy Loss,Preference Loss,AverageTrainReturn_all_train_tasks,ulam_AverageReturn_all_test_tasks,greedy_AverageReturn_all_test_tasks,random_AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.7284493,878.46313,212.58923,-5384.112,1.2220262,2353.778985702469,2330.3874326798377,1379.9946544226023,1816.9885866379716,2320000,11600000,0,38.38507599999866,76.00544539999828,471.3138779000001,585.704399299997,65052.42196870018,115
0.72873396,1449.9385,372.95483,-5255.8467,0.0,2324.2486880589368,2297.8523188774084,1382.7033936360108,430.4002280742669,2340000,11700000,0,39.02765419999923,75.8788654999953,461.0493154999931,575.9558351999876,65627.66462980016,116
0.7301908,1082.1116,437.54846,-5491.499,0.02143056,2332.0048631156455,2335.440644424306,419.53918668639005,1373.5400628799625,2360000,11800000,0,39.79451350000454,75.16689740000584,459.4150954000215,574.3765063000319,66199.6790824002,117
0.732326,828.3983,661.29443,-5252.97,0.0,2283.1503068385728,2297.8031983350784,1383.0176861329112,2306.9483097829543,2380000,11900000,0,39.34843969999929,72.80435019999277,458.06582089990843,570.2186107999005,66772.45954800009,118
0.7322806,2350.495,1153.0752,-5596.3647,0.000111612186,2330.8369436601943,2355.1887012718,1886.3000632171609,1887.2924980214002,2400000,12000000,0,36.685091400009696,75.36673749999318,460.37584379996406,572.4276726999669,67348.60234060005,119
0.7332361,1336.5743,739.3484,-5729.0303,0.09063072,2318.7067555728654,2329.900390119389,1317.2852407709001,1309.0661991822521,2420000,12100000,0,39.94034909999755,79.08195680000063,471.4286744000419,590.4509803000401,67937.85469060013,120
0.73439634,2726.33,253.49329,-5688.903,0.36046708,2294.6475328348015,1838.3794727797485,1828.6249739366742,913.9388571521007,2440000,12200000,0,39.65283309998631,77.8837213999941,457.9588894000626,575.495443900043,68510.76003720016,121
0.7301172,1070.9272,195.6377,-5272.3706,0.0,2285.140207099492,2316.0339609536395,887.1058233062429,411.21880032777653,2460000,12300000,0,38.45493720000377,75.29378530000395,463.91707629998564,577.6657987999934,69089.77151070017,122
0.74236363,762.3415,169.73572,-5743.7524,0.37582684,2347.7987878139447,2388.5074437521125,1902.774325370298,914.5828990041405,2480000,12400000,0,38.19549129999359,76.6398046000104,449.7522020999604,564.5874979999644,69652.72983140014,123
0.7370476,1603.138,323.26434,-5449.726,0.023599248,2223.664349374063,1874.8868134810923,2363.575693366717,1877.9360567795356,2500000,12500000,0,39.793027099993196,75.01117539999541,459.6791051999462,574.4833076999348,70224.79034760006,124
0.74125457,794.73254,297.0902,-5601.0903,0.0,2246.5750082990944,2366.3857398723144,1857.678069209764,1400.3499002773765,2520000,12600000,0,38.77085650000663,72.58856229999219,451.6167822000134,562.9762010000122,70789.6877651001,125
